 ,Area,Mean,Min,Max,IntDen,RawIntDen
483,358,0,0,0,0,0
484,437,0,0,0,0,0
485,269,0,0,0,0,0
486,382,0,0,0,0,0
487,491,0,0,0,0,0
488,385,0,0,0,0,0
489,217,0,0,0,0,0
490,243,0,0,0,0,0
491,169,0,0,0,0,0
492,492,0,0,0,0,0
493,475,0,0,0,0,0
494,309,0,0,0,0,0
495,406,0,0,0,0,0
496,229,0,0,0,0,0
497,302,0,0,0,0,0
498,24,0,0,0,0,0
499,77,0,0,0,0,0
500,429,0,0,0,0,0
501,351,0,0,0,0,0
502,335,0,0,0,0,0
503,436,0,0,0,0,0
504,216,0,0,0,0,0
505,150,0,0,0,0,0
506,456,0,0,0,0,0
507,407,0,0,0,0,0
508,359,0,0,0,0,0
509,399,0,0,0,0,0
510,298,0,0,0,0,0
511,191,0,0,0,0,0
512,173,0,0,0,0,0
513,431,0,0,0,0,0
514,337,0,0,0,0,0
515,368,0,0,0,0,0
516,452,0,0,0,0,0
517,379,0,0,0,0,0
518,235,0,0,0,0,0
519,276,0,0,0,0,0
520,393,0,0,0,0,0
521,482,0,0,0,0,0
522,120,0,0,0,0,0
523,187,0,0,0,0,0
524,228,0,0,0,0,0
525,336,0,0,0,0,0
526,297,0,0,0,0,0
527,428,0,0,0,0,0
528,337,0,0,0,0,0
529,290,0,0,0,0,0
530,419,0,0,0,0,0
531,355,0,0,0,0,0
532,289,0,0,0,0,0
533,447,0,0,0,0,0
534,231,0,0,0,0,0
535,241,0,0,0,0,0
536,427,0,0,0,0,0
537,353,0,0,0,0,0
538,251,0,0,0,0,0
539,170,0,0,0,0,0
540,481,0,0,0,0,0
541,191,0,0,0,0,0
542,452,0,0,0,0,0
543,477,0,0,0,0,0
544,273,0,0,0,0,0
545,237,0,0,0,0,0
546,485,0,0,0,0,0
547,247,0,0,0,0,0
548,105,0,0,0,0,0
549,418,0,0,0,0,0
550,240,0,0,0,0,0
551,440,0,0,0,0,0
552,227,0,0,0,0,0
553,326,0,0,0,0,0
554,276,0,0,0,0,0
555,330,0,0,0,0,0
556,211,0,0,0,0,0
557,170,0,0,0,0,0
558,269,0,0,0,0,0
559,247,0,0,0,0,0
560,304,0,0,0,0,0
561,250,0,0,0,0,0
562,301,0,0,0,0,0
563,149,0,0,0,0,0
564,315,0,0,0,0,0
565,374,0,0,0,0,0
566,288,0,0,0,0,0
567,190,0,0,0,0,0
568,390,0,0,0,0,0
569,200,0,0,0,0,0
570,212,0,0,0,0,0
571,241,0,0,0,0,0
572,463,0,0,0,0,0
573,305,0,0,0,0,0
574,312,0,0,0,0,0
575,494,0,0,0,0,0
576,308,0,0,0,0,0
577,338,0,0,0,0,0
578,403,0,0,0,0,0
579,315,0,0,0,0,0
580,97,0,0,0,0,0
581,330,0,0,0,0,0
582,122,0,0,0,0,0
583,204,0,0,0,0,0
584,446,0,0,0,0,0
585,386,0,0,0,0,0
586,443,0,0,0,0,0
587,358,0,0,0,0,0
588,142,0,0,0,0,0
589,493,0,0,0,0,0
590,47,0,0,0,0,0
591,257,0,0,0,0,0
592,392,0,0,0,0,0
593,464,0,0,0,0,0
594,96,0,0,0,0,0
595,480,0,0,0,0,0
596,462,0,0,0,0,0
597,346,0,0,0,0,0
598,360,0,0,0,0,0
599,106,0,0,0,0,0
600,111,0,0,0,0,0
601,417,0,0,0,0,0
602,418,0,0,0,0,0
603,250,0,0,0,0,0
604,412,0,0,0,0,0
605,185,0,0,0,0,0
606,211,0,0,0,0,0
607,336,0,0,0,0,0
608,97,0,0,0,0,0
609,231,0,0,0,0,0
610,422,0,0,0,0,0
611,157,0,0,0,0,0
612,369,0,0,0,0,0
613,274,0,0,0,0,0
614,177,0,0,0,0,0
615,287,0,0,0,0,0
616,206,0,0,0,0,0
617,298,0,0,0,0,0
618,339,0,0,0,0,0
619,219,0,0,0,0,0
620,395,0,0,0,0,0
621,34,0,0,0,0,0
622,347,0,0,0,0,0
623,350,0,0,0,0,0
624,173,0,0,0,0,0
625,364,0,0,0,0,0
626,382,0,0,0,0,0
627,260,0,0,0,0,0
628,184,0,0,0,0,0
629,245,0,0,0,0,0
630,301,0,0,0,0,0
631,271,0,0,0,0,0
632,479,0,0,0,0,0
633,362,0,0,0,0,0
634,366,0,0,0,0,0
635,240,0,0,0,0,0
636,184,0,0,0,0,0
637,418,0,0,0,0,0
638,431,0,0,0,0,0
639,240,0,0,0,0,0
640,165,0,0,0,0,0
641,469,0,0,0,0,0
642,430,0,0,0,0,0
643,329,0,0,0,0,0
644,331,0,0,0,0,0
645,304,0,0,0,0,0
646,81,0,0,0,0,0
647,428,0,0,0,0,0
648,105,0,0,0,0,0
649,74,0,0,0,0,0
650,471,0,0,0,0,0
651,218,0,0,0,0,0
652,408,0,0,0,0,0
653,182,0,0,0,0,0
654,317,0,0,0,0,0
655,254,0,0,0,0,0
656,337,0,0,0,0,0
657,346,0,0,0,0,0
658,391,0,0,0,0,0
659,479,0,0,0,0,0
660,455,0,0,0,0,0
661,261,0,0,0,0,0
662,300,0,0,0,0,0
663,321,0,0,0,0,0
664,415,0,0,0,0,0
665,464,0,0,0,0,0
666,216,0,0,0,0,0
667,351,0,0,0,0,0
668,233,0,0,0,0,0
669,176,0,0,0,0,0
670,365,0,0,0,0,0
671,454,0,0,0,0,0
672,367,0,0,0,0,0
673,479,0,0,0,0,0
674,477,0,0,0,0,0
675,314,0,0,0,0,0
676,491,0,0,0,0,0
677,183,0,0,0,0,0
678,421,0,0,0,0,0
679,162,0,0,0,0,0
680,51,0,0,0,0,0
681,463,0,0,0,0,0
682,271,0,0,0,0,0
683,297,0,0,0,0,0
684,434,0,0,0,0,0
685,352,0,0,0,0,0
686,336,0,0,0,0,0
687,477,0,0,0,0,0
688,345,0,0,0,0,0
689,437,0,0,0,0,0
690,179,0,0,0,0,0
691,307,0,0,0,0,0
692,98,0,0,0,0,0
693,120,0,0,0,0,0
694,488,0,0,0,0,0
695,120,0,0,0,0,0
696,499,0,0,0,0,0
697,37,0,0,0,0,0
698,403,0,0,0,0,0
699,304,0,0,0,0,0
700,123,0,0,0,0,0
701,439,0,0,0,0,0
702,235,0,0,0,0,0
703,475,0,0,0,0,0
704,368,0,0,0,0,0
705,457,0,0,0,0,0
706,479,0,0,0,0,0
707,50,0,0,0,0,0
708,340,0,0,0,0,0
709,426,0,0,0,0,0
710,351,0,0,0,0,0
711,484,0,0,0,0,0
712,87,0,0,0,0,0
713,97,0,0,0,0,0
714,287,0,0,0,0,0
715,196,0,0,0,0,0
716,455,0,0,0,0,0
717,292,0,0,0,0,0
718,331,0,0,0,0,0
719,258,0,0,0,0,0
720,451,0,0,0,0,0
721,116,0,0,0,0,0
722,264,0,0,0,0,0
723,436,0,0,0,0,0
724,280,0,0,0,0,0
725,367,0,0,0,0,0
726,319,0,0,0,0,0
727,84,0,0,0,0,0
728,107,0,0,0,0,0
729,300,0,0,0,0,0
730,268,0,0,0,0,0
731,316,0,0,0,0,0
732,417,0,0,0,0,0
733,65,0,0,0,0,0
734,228,0,0,0,0,0
735,357,0,0,0,0,0
736,271,0,0,0,0,0
737,285,0,0,0,0,0
